Selection	View	Chanel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	action
3324	Waveform 1	1	32423.00513	32423.2688	115	450	y
3324	Spectrogram 1	1	32423.00513	32423.2688	115	450	y
3325	Waveform 1	1	32426.16919	32426.36694	135	700	y
3325	Spectrogram 1	1	32426.16919	32426.36694	135	700	y
3326	Waveform 1	1	32429.46509	32429.72876	125	700	y
3326	Spectrogram 1	1	32429.46509	32429.72876	125	700	y
3327	Waveform 1	1	32432.03589	32432.62915	75	135	n
3327	Spectrogram 1	1	32432.03589	32432.62915	75	135	n
3328	Waveform 1	1	32432.62915	32432.69507	125	850	y
3328	Spectrogram 1	1	32432.62915	32432.69507	125	850	y
3329	Waveform 1	1	32432.69507	32432.76099	400	700	y
3329	Spectrogram 1	1	32432.69507	32432.76099	400	700	y
3330	Waveform 1	1	32435.92505	32436.1228	65	700	y
3330	Spectrogram 1	1	32435.92505	32436.1228	65	700	y
3331	Waveform 1	1	32438.92432	32439.55054	65	115	n
3331	Spectrogram 1	1	32438.92432	32439.55054	65	115	n
3332	Waveform 1	1	32442.31909	32442.38501	300	550	n
3332	Spectrogram 1	1	32442.31909	32442.38501	300	550	n
3333	Waveform 1	1	32443.70337	32444.82397	75	135	n
3333	Spectrogram 1	1	32443.70337	32444.82397	75	135	n
3334	Waveform 1	1	32449.96558	32450.49292	85	450	y
3334	Spectrogram 1	1	32449.96558	32450.49292	85	450	y
3335	Waveform 1	1	32457.61206	32458.40308	65	145	n
3335	Spectrogram 1	1	32457.61206	32458.40308	65	145	n
3336	Waveform 1	1	32465.91772	32466.70874	75	850	y
3336	Spectrogram 1	1	32465.91772	32466.70874	75	850	y
3337	Waveform 1	1	32468.94995	32469.08179	150	850	y
3337	Spectrogram 1	1	32468.94995	32469.08179	150	850	y
3338	Waveform 1	1	32480.41968	32481.40845	65	145	n
3338	Spectrogram 1	1	32480.41968	32481.40845	65	145	n
3339	Waveform 1	1	32484.44067	32484.96802	75	135	n
3339	Spectrogram 1	1	32484.44067	32484.96802	75	135	n
3340	Waveform 1	1	32488.98901	32489.51636	75	135	n
3340	Spectrogram 1	1	32488.98901	32489.51636	75	135	n
3341	Waveform 1	1	32514.89478	32515.61987	65	115	n
3341	Spectrogram 1	1	32514.89478	32515.61987	65	115	n
3342	Waveform 1	1	32525.2439	32527.15552	65	135	n
3342	Spectrogram 1	1	32525.2439	32527.15552	65	135	n
3343	Waveform 1	1	32536.38403	32537.04321	65	165	n
3343	Spectrogram 1	1	32536.38403	32537.04321	65	165	n
3344	Waveform 1	1	32544.03052	32544.16235	65	300	n
3344	Spectrogram 1	1	32544.03052	32544.16235	65	300	n
3345	Waveform 1	1	32547.85376	32548.18335	75	450	n
3345	Spectrogram 1	1	32547.85376	32548.18335	75	450	n
3346	Waveform 1	1	32554.57739	32555.30249	65	750	y
3346	Spectrogram 1	1	32554.57739	32555.30249	65	750	y
3347	Waveform 1	1	32559.32349	32560.1145	75	125	n
3347	Spectrogram 1	1	32559.32349	32560.1145	75	125	n
3348	Waveform 1	1	32560.64185	32560.8396	95	165	n
3348	Spectrogram 1	1	32560.64185	32560.8396	95	165	n
3349	Waveform 1	1	32560.8396	32561.36694	65	550	y
3349	Spectrogram 1	1	32560.8396	32561.36694	65	550	y
3350	Waveform 1	1	32563.93774	32564.1355	85	650	y
3350	Spectrogram 1	1	32563.93774	32564.1355	85	650	y
3351	Waveform 1	1	32564.99243	32565.12427	75	450	n
3351	Spectrogram 1	1	32564.99243	32565.12427	75	450	n
3352	Waveform 1	1	32567.16772	32567.56323	85	600	y
3352	Spectrogram 1	1	32567.16772	32567.56323	85	600	y
3353	Waveform 1	1	32569.21118	32570.33179	95	165	n
3353	Spectrogram 1	1	32569.21118	32570.33179	95	165	n
3354	Waveform 1	1	32570.33179	32570.46362	85	600	y
3354	Spectrogram 1	1	32570.33179	32570.46362	85	600	y
3355	Waveform 1	1	32573.56177	32573.89136	85	700	y
3355	Spectrogram 1	1	32573.56177	32573.89136	85	700	y
3356	Waveform 1	1	32576.2644	32576.72583	75	125	n
3356	Spectrogram 1	1	32576.2644	32576.72583	75	125	n
3357	Waveform 1	1	32576.72583	32576.85767	65	650	y
3357	Spectrogram 1	1	32576.72583	32576.85767	65	650	y
3358	Waveform 1	1	32579.82397	32579.95581	115	700	y
3358	Spectrogram 1	1	32579.82397	32579.95581	115	700	y
3359	Waveform 1	1	32584.43823	32584.57007	150	600	y
3359	Spectrogram 1	1	32584.43823	32584.57007	150	600	y
3360	Waveform 1	1	32587.40454	32587.66821	75	650	y
3360	Spectrogram 1	1	32587.40454	32587.66821	75	650	y
3361	Waveform 1	1	32596.83081	32598.08325	65	145	n
3361	Spectrogram 1	1	32596.83081	32598.08325	65	145	n
3362	Waveform 1	1	32598.08325	32598.41284	65	550	n
3362	Spectrogram 1	1	32598.08325	32598.41284	65	550	n
3363	Waveform 1	1	32599.7312	32599.86304	200	550	y
3363	Spectrogram 1	1	32599.7312	32599.86304	200	550	y
3364	Waveform 1	1	32602.63159	32602.76343	350	800	y
3364	Spectrogram 1	1	32602.63159	32602.76343	350	800	y
3365	Waveform 1	1	32604.93872	32605.66382	65	135	n
3365	Spectrogram 1	1	32604.93872	32605.66382	65	135	n
3366	Waveform 1	1	32611.79419	32612.38745	75	135	n
3366	Spectrogram 1	1	32611.79419	32612.38745	75	135	n
3367	Waveform 1	1	32619.63843	32619.70435	75	550	y
3367	Spectrogram 1	1	32619.63843	32619.70435	75	550	y
3368	Waveform 1	1	32622.67065	32622.80249	150	600	y
3368	Spectrogram 1	1	32622.67065	32622.80249	150	600	y
3369	Waveform 1	1	32623.85718	32624.45044	65	135	n
3369	Spectrogram 1	1	32623.85718	32624.45044	65	135	n
3370	Waveform 1	1	32625.57104	32626.82349	75	135	n
3370	Spectrogram 1	1	32625.57104	32626.82349	75	135	n
3371	Waveform 1	1	32638.95239	32639.15015	75	600	n
3371	Spectrogram 1	1	32638.95239	32639.15015	75	600	n
3372	Waveform 1	1	32639.61157	32639.74341	65	450	n
3372	Spectrogram 1	1	32639.61157	32639.74341	65	450	n
3373	Waveform 1	1	32642.11646	32642.44604	75	750	y
3373	Spectrogram 1	1	32642.11646	32642.44604	75	750	y
3374	Waveform 1	1	32646.20337	32647.12622	75	165	n
3374	Spectrogram 1	1	32646.20337	32647.12622	75	165	n
3375	Waveform 1	1	32672.90015	32673.69116	75	165	n
3375	Spectrogram 1	1	32672.90015	32673.69116	75	165	n
3376	Waveform 1	1	32682.45825	32683.24927	65	400	n
3376	Spectrogram 1	1	32682.45825	32683.24927	65	400	n
3377	Waveform 1	1	32692.21411	32692.80737	65	125	n
3377	Spectrogram 1	1	32692.21411	32692.80737	65	125	n
3378	Waveform 1	1	32731.76489	32732.29224	65	165	n
3378	Spectrogram 1	1	32731.76489	32732.29224	65	165	n
3379	Waveform 1	1	32747.58521	32748.17847	75	135	n
3379	Spectrogram 1	1	32747.58521	32748.17847	75	135	n
3380	Waveform 1	1	32753.0564	32754.11108	65	450	n
3380	Spectrogram 1	1	32753.0564	32754.11108	65	450	n
3381	Waveform 1	1	32762.41675	32763.14185	75	125	n
3381	Spectrogram 1	1	32762.41675	32763.14185	75	125	n
3382	Waveform 1	1	32786.01538	32786.60864	65	125	n
3382	Spectrogram 1	1	32786.01538	32786.60864	65	125	n
3383	Waveform 1	1	32790.4978	32791.48657	65	115	n
3383	Spectrogram 1	1	32790.4978	32791.48657	65	115	n
3384	Waveform 1	1	32794.38696	32795.30981	65	115	n
3384	Spectrogram 1	1	32794.38696	32795.30981	65	115	n
3385	Waveform 1	1	32798.73755	32799.13306	75	400	n
3385	Spectrogram 1	1	32798.73755	32799.13306	75	400	n
3386	Waveform 1	1	32804.14282	32804.67017	75	135	n
3386	Spectrogram 1	1	32804.14282	32804.67017	75	135	n
3387	Waveform 1	1	32806.05444	32806.58179	65	115	n
3387	Spectrogram 1	1	32806.05444	32806.58179	65	115	n
3388	Waveform 1	1	32814.16235	32814.88745	75	350	n
3388	Spectrogram 1	1	32814.16235	32814.88745	75	350	n
3389	Waveform 1	1	32824.11597	32824.77515	75	300	n
3389	Spectrogram 1	1	32824.11597	32824.77515	75	300	n
3390	Waveform 1	1	32833.01489	32834.79468	85	135	n
3390	Spectrogram 1	1	32833.01489	32834.79468	85	135	n
3391	Waveform 1	1	32840.46362	32841.71606	85	135	n
3391	Spectrogram 1	1	32840.46362	32841.71606	85	135	n
3392	Waveform 1	1	32842.50708	32843.2981	65	145	n
3392	Spectrogram 1	1	32842.50708	32843.2981	65	145	n
3393	Waveform 1	1	32846.06665	32847.12134	65	115	n
3393	Spectrogram 1	1	32846.06665	32847.12134	65	115	n
3394	Waveform 1	1	32854.57007	32856.02026	65	400	n
3394	Spectrogram 1	1	32854.57007	32856.02026	65	400	n
3395	Waveform 1	1	32856.02026	32856.48169	75	300	n
3395	Spectrogram 1	1	32856.02026	32856.48169	75	300	n
3396	Waveform 1	1	32870.39038	32871.04956	95	145	n
3396	Spectrogram 1	1	32870.39038	32871.04956	95	145	n
3397	Waveform 1	1	32885.94702	32886.14478	65	350	n
3397	Spectrogram 1	1	32885.94702	32886.14478	65	350	n
3398	Waveform 1	1	32886.14478	32886.73804	95	145	n
3398	Spectrogram 1	1	32886.14478	32886.73804	95	145	n
3399	Waveform 1	1	32896.09839	32896.95532	65	550	n
3399	Spectrogram 1	1	32896.09839	32896.95532	65	550	n
3400	Waveform 1	1	32900.97632	32901.04224	200	850	n
3400	Spectrogram 1	1	32900.97632	32901.04224	200	850	n
3401	Waveform 1	1	32912.57788	32912.6438	85	500	n
3401	Spectrogram 1	1	32912.57788	32912.6438	85	500	n
3402	Waveform 1	1	32942.96606	32943.16382	65	165	n
3402	Spectrogram 1	1	32942.96606	32943.16382	65	165	n
3403	Waveform 1	1	32951.5354	32951.93091	65	165	n
3403	Spectrogram 1	1	32951.5354	32951.93091	65	165	n
3404	Waveform 1	1	32955.35864	32955.5564	200	850	n
3404	Spectrogram 1	1	32955.35864	32955.5564	200	850	n
3405	Waveform 1	1	32958.98413	32959.51147	75	300	n
3405	Spectrogram 1	1	32958.98413	32959.51147	75	300	n
3406	Waveform 1	1	32960.76392	32960.96167	65	700	n
3406	Spectrogram 1	1	32960.76392	32960.96167	65	700	n
3407	Waveform 1	1	32973.88159	32973.94751	200	550	n
3407	Spectrogram 1	1	32973.88159	32973.94751	200	550	n
3408	Waveform 1	1	32974.67261	32975.85913	65	125	n
3408	Spectrogram 1	1	32974.67261	32975.85913	65	125	n
3409	Waveform 1	1	32984.23071	32984.36255	85	165	n
3409	Spectrogram 1	1	32984.23071	32984.36255	85	165	n
3410	Waveform 1	1	32984.75806	32984.95581	200	850	n
3410	Spectrogram 1	1	32984.75806	32984.95581	200	850	n
3411	Waveform 1	1	32985.94458	32986.20825	75	300	n
3411	Spectrogram 1	1	32985.94458	32986.20825	75	300	n
3412	Waveform 1	1	32993.65698	32994.05249	65	300	n
3412	Spectrogram 1	1	32993.65698	32994.05249	65	300	n
3413	Waveform 1	1	33020.15601	33020.81519	65	135	n
3413	Spectrogram 1	1	33020.15601	33020.81519	65	135	n
3414	Waveform 1	1	33027.60474	33027.93433	65	300	n
3414	Spectrogram 1	1	33027.60474	33027.93433	65	300	n
3415	Waveform 1	1	33029.78003	33030.37329	85	135	n
3415	Spectrogram 1	1	33029.78003	33030.37329	85	135	n
3416	Waveform 1	1	33048.10522	33048.50073	75	450	n
3416	Spectrogram 1	1	33048.10522	33048.50073	75	450	n
3417	Waveform 1	1	33054.36743	33055.22437	65	145	n
3417	Spectrogram 1	1	33054.36743	33055.22437	65	145	n
3418	Waveform 1	1	33059.3772	33060.23413	65	115	n
3418	Spectrogram 1	1	33059.3772	33060.23413	65	115	n
3419	Waveform 1	1	33069.13306	33069.79224	65	115	n
3419	Spectrogram 1	1	33069.13306	33069.79224	65	115	n
3420	Waveform 1	1	33075.46118	33075.5271	300	550	n
3420	Spectrogram 1	1	33075.46118	33075.5271	300	550	n
3421	Waveform 1	1	33077.50464	33078.42749	85	135	n
3421	Spectrogram 1	1	33077.50464	33078.42749	85	135	n
3422	Waveform 1	1	33084.42603	33084.49194	300	850	n
3422	Spectrogram 1	1	33084.42603	33084.49194	300	850	n
3423	Waveform 1	1	33084.88745	33085.01929	200	850	n
3423	Spectrogram 1	1	33084.88745	33085.01929	200	850	n
3424	Waveform 1	1	33089.56763	33089.63354	200	700	n
3424	Spectrogram 1	1	33089.56763	33089.63354	200	700	n
3425	Waveform 1	1	33090.02905	33090.09497	250	850	n
3425	Spectrogram 1	1	33090.02905	33090.09497	250	850	n
3426	Waveform 1	1	33093.98413	33094.57739	85	135	n
3426	Spectrogram 1	1	33093.98413	33094.57739	85	135	n
3427	Waveform 1	1	33094.57739	33095.30249	105	700	n
3427	Spectrogram 1	1	33094.57739	33095.30249	105	700	n
3428	Waveform 1	1	33135.11694	33135.38062	65	300	n
3428	Spectrogram 1	1	33135.11694	33135.38062	65	300	n
3429	Waveform 1	1	33140.58813	33140.78589	200	600	y
3429	Spectrogram 1	1	33140.58813	33140.78589	200	600	y
3430	Waveform 1	1	33143.15894	33143.94995	65	145	n
3430	Spectrogram 1	1	33143.15894	33143.94995	65	145	n
3431	Waveform 1	1	33145.99341	33146.05933	300	850	y
3431	Spectrogram 1	1	33145.99341	33146.05933	300	850	y
3432	Waveform 1	1	33151.26685	33151.53052	65	500	n
3432	Spectrogram 1	1	33151.26685	33151.53052	65	500	n
3433	Waveform 1	1	33160.95679	33161.35229	65	115	n
3433	Spectrogram 1	1	33160.95679	33161.35229	65	115	n
3434	Waveform 1	1	33161.35229	33161.81372	105	500	n
3434	Spectrogram 1	1	33161.35229	33161.81372	105	500	n
3435	Waveform 1	1	33180.46851	33180.99585	85	135	n
3435	Spectrogram 1	1	33180.46851	33180.99585	85	135	n
3436	Waveform 1	1	33190.22437	33191.47681	85	135	n
3436	Spectrogram 1	1	33190.22437	33191.47681	85	135	n
3437	Waveform 1	1	33193.12476	33193.58618	65	115	n
3437	Spectrogram 1	1	33193.12476	33193.58618	65	115	n
3438	Waveform 1	1	33193.58618	33193.78394	105	165	n
3438	Spectrogram 1	1	33193.58618	33193.78394	105	165	n
3439	Waveform 1	1	33200.70532	33200.90308	65	350	n
3439	Spectrogram 1	1	33200.70532	33200.90308	65	350	n
3440	Waveform 1	1	33207.69263	33208.41772	85	135	n
3440	Spectrogram 1	1	33207.69263	33208.41772	85	135	n
3441	Waveform 1	1	33217.90991	33218.50317	65	135	n
3441	Spectrogram 1	1	33217.90991	33218.50317	65	135	n
3442	Waveform 1	1	33221.66724	33222.2605	75	450	n
3442	Spectrogram 1	1	33221.66724	33222.2605	75	450	n
3443	Waveform 1	1	33223.84253	33225.09497	65	125	n
3443	Spectrogram 1	1	33223.84253	33225.09497	65	125	n
3444	Waveform 1	1	33229.9729	33230.698	75	145	n
3444	Spectrogram 1	1	33229.9729	33230.698	75	145	n
3445	Waveform 1	1	33236.10327	33236.23511	250	600	y
3445	Spectrogram 1	1	33236.10327	33236.23511	250	600	y
3446	Waveform 1	1	33239.99243	33241.17896	85	135	n
3446	Spectrogram 1	1	33239.99243	33241.17896	85	135	n
3447	Waveform 1	1	33245.85913	33246.32056	75	550	n
3447	Spectrogram 1	1	33245.85913	33246.32056	75	550	n
3448	Waveform 1	1	33249.08911	33249.61646	75	165	n
3448	Spectrogram 1	1	33249.08911	33249.61646	75	165	n
3449	Waveform 1	1	33258.77905	33258.91089	200	600	y
3449	Spectrogram 1	1	33258.77905	33258.91089	200	600	y
3450	Waveform 1	1	33262.07495	33262.27271	200	600	n
3450	Spectrogram 1	1	33262.07495	33262.27271	200	600	n
3451	Waveform 1	1	33264.18433	33264.77759	65	145	n
3451	Spectrogram 1	1	33264.18433	33264.77759	65	145	n
3452	Waveform 1	1	33274.40161	33274.86304	75	850	n
3452	Spectrogram 1	1	33274.40161	33274.86304	75	850	n
3453	Waveform 1	1	33277.49976	33277.56567	300	750	n
3453	Spectrogram 1	1	33277.49976	33277.56567	300	750	n
3454	Waveform 1	1	33278.94995	33280.46606	65	125	n
3454	Spectrogram 1	1	33278.94995	33280.46606	65	125	n
3455	Waveform 1	1	33287.45337	33288.04663	65	750	n
3455	Spectrogram 1	1	33287.45337	33288.04663	65	750	n
3456	Waveform 1	1	33293.64966	33294.63843	65	115	n
3456	Spectrogram 1	1	33293.64966	33294.63843	65	115	n
3457	Waveform 1	1	33296.61597	33297.20923	65	145	n
3457	Spectrogram 1	1	33296.61597	33297.20923	65	145	n
3458	Waveform 1	1	33305.1853	33305.64673	75	165	n
3458	Spectrogram 1	1	33305.1853	33305.64673	75	165	n
3459	Waveform 1	1	33307.03101	33307.49243	65	850	n
3459	Spectrogram 1	1	33307.03101	33307.49243	65	850	n
3460	Waveform 1	1	33308.21753	33308.87671	95	145	n
3460	Spectrogram 1	1	33308.21753	33308.87671	95	145	n
3461	Waveform 1	1	33311.84302	33312.76587	65	165	n
3461	Spectrogram 1	1	33311.84302	33312.76587	65	165	n
3462	Waveform 1	1	33315.073	33316.12769	75	135	n
3462	Spectrogram 1	1	33315.073	33316.12769	75	135	n
3463	Waveform 1	1	33322.0603	33322.58765	75	125	n
3463	Spectrogram 1	1	33322.0603	33322.58765	75	125	n
3464	Waveform 1	1	33325.55396	33326.0813	65	125	n
3464	Spectrogram 1	1	33325.55396	33326.0813	65	125	n
3465	Waveform 1	1	33329.31128	33329.90454	65	135	n
3465	Spectrogram 1	1	33329.31128	33329.90454	65	135	n
3466	Waveform 1	1	33338.14429	33338.21021	75	850	n
3466	Spectrogram 1	1	33338.14429	33338.21021	75	850	n
3467	Waveform 1	1	33344.14282	33345.19751	65	165	n
3467	Spectrogram 1	1	33344.14282	33345.19751	65	165	n
3468	Waveform 1	1	33356.73315	33358.3811	85	145	n
3468	Spectrogram 1	1	33356.73315	33358.3811	85	145	n
3469	Waveform 1	1	33360.9519	33361.80884	65	125	n
3469	Spectrogram 1	1	33360.9519	33361.80884	65	125	n
3470	Waveform 1	1	33369.78491	33370.51001	65	125	n
3470	Spectrogram 1	1	33369.78491	33370.51001	65	125	n
3471	Waveform 1	1	33376.96997	33377.56323	105	165	n
3471	Spectrogram 1	1	33376.96997	33377.56323	105	165	n
3472	Waveform 1	1	33380.0022	33380.66138	65	600	y
3472	Spectrogram 1	1	33380.0022	33380.66138	65	600	y
3473	Waveform 1	1	33383.16626	33383.42993	85	550	y
3473	Spectrogram 1	1	33383.16626	33383.42993	85	550	y
3474	Waveform 1	1	33384.94604	33385.40747	65	850	y
3474	Spectrogram 1	1	33384.94604	33385.40747	65	850	y
3475	Waveform 1	1	33398.12964	33398.19556	200	500	n
3475	Spectrogram 1	1	33398.12964	33398.19556	200	500	n
3476	Waveform 1	1	33401.22778	33401.75513	105	700	y
3476	Spectrogram 1	1	33401.22778	33401.75513	105	700	y
3477	Waveform 1	1	33406.23755	33406.96265	65	125	n
3477	Spectrogram 1	1	33406.23755	33406.96265	65	125	n
3478	Waveform 1	1	33408.34692	33408.47876	95	350	n
3478	Spectrogram 1	1	33408.34692	33408.47876	95	350	n
3479	Waveform 1	1	33411.44507	33412.03833	65	115	n
3479	Spectrogram 1	1	33411.44507	33412.03833	65	115	n
3480	Waveform 1	1	33415.53198	33415.92749	85	400	y
3480	Spectrogram 1	1	33415.53198	33415.92749	85	400	y
3481	Waveform 1	1	33416.52075	33416.65259	150	500	y
3481	Spectrogram 1	1	33416.52075	33416.65259	150	500	y
3482	Waveform 1	1	33419.6189	33419.81665	85	500	y
3482	Spectrogram 1	1	33419.6189	33419.81665	85	500	y
3483	Waveform 1	1	33428.78149	33429.24292	65	350	y
3483	Spectrogram 1	1	33428.78149	33429.24292	65	350	y
3484	Waveform 1	1	33435.37329	33435.57104	75	700	y
3484	Spectrogram 1	1	33435.37329	33435.57104	75	700	y
3485	Waveform 1	1	33435.63696	33435.70288	500	650	n
3485	Spectrogram 1	1	33435.63696	33435.70288	500	650	n
3486	Waveform 1	1	33438.66919	33438.99878	65	700	n
3486	Spectrogram 1	1	33438.66919	33438.99878	65	700	n
3487	Waveform 1	1	33450.27075	33452.05054	65	800	n
3487	Spectrogram 1	1	33450.27075	33452.05054	65	800	n
3488	Waveform 1	1	33453.30298	33453.69849	65	450	n
3488	Spectrogram 1	1	33453.30298	33453.69849	65	450	n
3489	Waveform 1	1	33453.69849	33454.15991	115	350	y
3489	Spectrogram 1	1	33453.69849	33454.15991	115	350	y
3490	Waveform 1	1	33531.28394	33531.8772	65	300	y
3490	Spectrogram 1	1	33531.28394	33531.8772	65	300	y
3491	Waveform 1	1	33539.5896	33539.85327	105	350	n
3491	Spectrogram 1	1	33539.5896	33539.85327	105	350	n
3492	Waveform 1	1	33539.85327	33540.44653	65	650	y
3492	Spectrogram 1	1	33539.85327	33540.44653	65	650	y
3493	Waveform 1	1	33542.68774	33543.21509	65	300	y
3493	Spectrogram 1	1	33542.68774	33543.21509	65	300	y
3494	Waveform 1	1	33544.92896	33545.65405	65	700	y
3494	Spectrogram 1	1	33544.92896	33545.65405	65	700	y
3495	Waveform 1	1	33549.54321	33549.93872	65	300	y
3495	Spectrogram 1	1	33549.54321	33549.93872	65	300	y
3496	Waveform 1	1	33549.93872	33550.20239	200	550	y
3496	Spectrogram 1	1	33549.93872	33550.20239	200	550	y
3497	Waveform 1	1	33554.55298	33554.88257	85	550	y
3497	Spectrogram 1	1	33554.55298	33554.88257	85	550	y
3498	Waveform 1	1	33554.88257	33555.34399	65	700	y
3498	Spectrogram 1	1	33554.88257	33555.34399	65	700	y
3499	Waveform 1	1	33559.7605	33560.74927	65	850	y
3499	Spectrogram 1	1	33559.7605	33560.74927	65	850	y
3500	Waveform 1	1	33564.50659	33565.29761	65	700	y
3500	Spectrogram 1	1	33564.50659	33565.29761	65	700	y
3501	Waveform 1	1	33569.18677	33569.97778	65	800	y
3501	Spectrogram 1	1	33569.18677	33569.97778	65	800	y
3502	Waveform 1	1	33582.23853	33582.89771	85	600	y
3502	Spectrogram 1	1	33582.23853	33582.89771	85	600	y
3503	Waveform 1	1	33590.34644	33590.74194	75	350	y
3503	Spectrogram 1	1	33590.34644	33590.74194	75	350	y
3504	Waveform 1	1	33594.69702	33594.96069	125	250	y
3504	Spectrogram 1	1	33594.69702	33594.96069	125	250	y
3505	Waveform 1	1	33594.96069	33595.3562	65	300	y
3505	Spectrogram 1	1	33594.96069	33595.3562	65	300	y
3506	Waveform 1	1	33599.70679	33599.9375	75	145	n
3506	Spectrogram 1	1	33599.70679	33599.9375	75	145	n
3507	Waveform 1	1	33599.9375	33600.62964	65	300	y
3507	Spectrogram 1	1	33599.9375	33600.62964	65	300	y
3508	Waveform 1	1	33610.25366	33610.84692	85	750	n
3508	Spectrogram 1	1	33610.25366	33610.84692	85	750	n
3509	Waveform 1	1	33615.5271	33615.59302	85	500	n
3509	Spectrogram 1	1	33615.5271	33615.59302	85	500	n
3510	Waveform 1	1	33618.0979	33618.95483	105	750	y
3510	Spectrogram 1	1	33618.0979	33618.95483	105	750	y
3511	Waveform 1	1	33676.96265	33678.21509	75	450	y
3511	Spectrogram 1	1	33676.96265	33678.21509	75	450	y
3512	Waveform 1	1	33682.03833	33682.36792	65	350	y
3512	Spectrogram 1	1	33682.03833	33682.36792	65	350	y
3513	Waveform 1	1	33682.36792	33683.15894	85	350	y
3513	Spectrogram 1	1	33682.36792	33683.15894	85	350	y
3514	Waveform 1	1	33685.13647	33685.72974	65	350	y
3514	Spectrogram 1	1	33685.13647	33685.72974	65	350	y
3515	Waveform 1	1	33687.50952	33687.97095	65	400	y
3515	Spectrogram 1	1	33687.50952	33687.97095	65	400	y
3516	Waveform 1	1	33690.21216	33690.47583	75	350	y
3516	Spectrogram 1	1	33690.21216	33690.47583	75	350	y
3517	Waveform 1	1	33692.38745	33693.04663	65	700	y
3517	Spectrogram 1	1	33692.38745	33693.04663	65	700	y
3518	Waveform 1	1	33696.86987	33697.19946	65	450	y
3518	Spectrogram 1	1	33696.86987	33697.19946	65	450	y
3519	Waveform 1	1	33697.19946	33698.18823	75	350	y
3519	Spectrogram 1	1	33697.19946	33698.18823	75	350	y
3520	Waveform 1	1	33699.9021	33700.36353	65	500	y
3520	Spectrogram 1	1	33699.9021	33700.36353	65	500	y
3521	Waveform 1	1	33702.07739	33702.93433	65	600	y
3521	Spectrogram 1	1	33702.07739	33702.93433	65	600	y
3522	Waveform 1	1	33704.71411	33705.7688	95	300	y
3522	Spectrogram 1	1	33704.71411	33705.7688	95	300	y
3523	Waveform 1	1	33706.4939	33706.82349	65	800	y
3523	Spectrogram 1	1	33706.4939	33706.82349	65	800	y
3524	Waveform 1	1	33706.82349	33707.54858	85	700	y
3524	Spectrogram 1	1	33706.82349	33707.54858	85	700	y
3525	Waveform 1	1	33711.76733	33712.09692	65	600	y
3525	Spectrogram 1	1	33711.76733	33712.09692	65	600	y
3526	Waveform 1	1	33712.09692	33712.22876	150	250	n
3526	Spectrogram 1	1	33712.09692	33712.22876	150	250	n
3527	Waveform 1	1	33714.33813	33714.79956	125	300	y
3527	Spectrogram 1	1	33714.33813	33714.79956	125	300	y
3528	Waveform 1	1	33716.38159	33717.04077	65	650	y
3528	Spectrogram 1	1	33716.38159	33717.04077	65	650	y
3529	Waveform 1	1	33721.25952	33722.31421	65	350	y
3529	Spectrogram 1	1	33721.25952	33722.31421	65	350	y
3530	Waveform 1	1	33722.31421	33722.90747	85	165	n
3530	Spectrogram 1	1	33722.31421	33722.90747	85	165	n
3531	Waveform 1	1	33723.89624	33724.42358	65	500	y
3531	Spectrogram 1	1	33723.89624	33724.42358	65	500	y
3532	Waveform 1	1	33726.59888	33727.19214	65	350	y
3532	Spectrogram 1	1	33726.59888	33727.19214	65	350	y
3533	Waveform 1	1	33729.30151	33729.6311	85	300	n
3533	Spectrogram 1	1	33729.30151	33729.6311	85	300	n
3534	Waveform 1	1	33730.09253	33730.55396	75	250	y
3534	Spectrogram 1	1	33730.09253	33730.55396	75	250	y
3535	Waveform 1	1	33734.24536	33735.10229	65	135	n
3535	Spectrogram 1	1	33734.24536	33735.10229	65	135	n
3536	Waveform 1	1	33739.18921	33739.45288	75	750	y
3536	Spectrogram 1	1	33739.18921	33739.45288	75	750	y
3537	Waveform 1	1	33739.45288	33739.65063	200	750	y
3537	Spectrogram 1	1	33739.45288	33739.65063	200	750	y
3538	Waveform 1	1	33752.90015	33752.96606	200	700	n
3538	Spectrogram 1	1	33752.90015	33752.96606	200	700	n
3539	Waveform 1	1	33760.28296	33761.33765	65	550	y
3539	Spectrogram 1	1	33760.28296	33761.33765	65	550	y
3540	Waveform 1	1	33791.13257	33791.46216	75	165	n
3540	Spectrogram 1	1	33791.13257	33791.46216	75	165	n
3541	Waveform 1	1	33818.88403	33819.47729	85	145	n
3541	Spectrogram 1	1	33818.88403	33819.47729	85	145	n
3542	Waveform 1	1	33830.81519	33832.46313	65	650	n
3542	Spectrogram 1	1	33830.81519	33832.46313	65	650	n
3543	Waveform 1	1	33843.20776	33843.73511	75	550	y
3543	Spectrogram 1	1	33843.20776	33843.73511	75	550	y
3544	Waveform 1	1	33843.73511	33843.80103	200	750	n
3544	Spectrogram 1	1	33843.73511	33843.80103	200	750	n
3545	Waveform 1	1	33844.32837	33844.78979	65	850	n
3545	Spectrogram 1	1	33844.32837	33844.78979	65	850	n
3546	Waveform 1	1	33864.56519	33865.55396	65	135	n
3546	Spectrogram 1	1	33864.56519	33865.55396	65	135	n
3547	Waveform 1	1	33867.66333	33867.72925	115	850	y
3547	Spectrogram 1	1	33867.66333	33867.72925	115	850	y
3548	Waveform 1	1	33867.72925	33867.99292	350	600	y
3548	Spectrogram 1	1	33867.72925	33867.99292	350	600	y
