Selection	View	Chanel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
3571	Spectrogram 1	1	33971.35229	33971.48413	65	850
3572	Waveform 1	1	33971.48413	33971.7478	350	650
3572	Spectrogram 1	1	33971.48413	33971.7478	350	650
3573	Waveform 1	1	33974.12085	33974.3186	200	650
3573	Spectrogram 1	1	33974.12085	33974.3186	200	650
3574	Waveform 1	1	33976.03247	33976.36206	85	600
3574	Spectrogram 1	1	33976.03247	33976.36206	85	600
3575	Waveform 1	1	33976.36206	33976.42798	65	750
3575	Spectrogram 1	1	33976.36206	33976.42798	65	750
3576	Waveform 1	1	33976.42798	33976.69165	350	600
3576	Spectrogram 1	1	33976.42798	33976.69165	350	600
3578	Waveform 1	1	33981.37183	33981.56958	450	700
3578	Spectrogram 1	1	33981.37183	33981.56958	450	700
3579	Waveform 1	1	33982.49243	33982.62427	200	500
3579	Spectrogram 1	1	33982.49243	33982.62427	200	500
3580	Waveform 1	1	33984.07446	33984.27222	250	600
3580	Spectrogram 1	1	33984.07446	33984.27222	250	600
3581	Waveform 1	1	33985.92017	33986.24976	135	600
3581	Spectrogram 1	1	33985.92017	33986.24976	135	600
3582	Waveform 1	1	33986.24976	33986.51343	125	700
3582	Spectrogram 1	1	33986.24976	33986.51343	125	700
3583	Waveform 1	1	34002.07007	34002.46558	95	550
3583	Spectrogram 1	1	34002.07007	34002.46558	95	550
3584	Waveform 1	1	34007.87085	34007.87085	105	750
3584	Spectrogram 1	1	34007.87085	34007.87085	105	750
3585	Waveform 1	1	34007.87085	34008.13452	115	450
3585	Spectrogram 1	1	34007.87085	34008.13452	115	450
3587	Waveform 1	1	34032.19458	34032.2605	250	700
3587	Spectrogram 1	1	34032.19458	34032.2605	250	700
3590	Waveform 1	1	34088.29077	34088.7522	65	850
3590	Spectrogram 1	1	34088.29077	34088.7522	65	850
3591	Waveform 1	1	34088.7522	34088.81812	200	550
3591	Spectrogram 1	1	34088.7522	34088.81812	200	550
3592	Waveform 1	1	34095.27808	34095.47583	65	850
3592	Spectrogram 1	1	34095.27808	34095.47583	65	850
3594	Waveform 1	1	34100.02417	34100.55151	65	850
3594	Spectrogram 1	1	34100.02417	34100.55151	65	850
3595	Waveform 1	1	34102.59497	34103.12231	105	850
3595	Spectrogram 1	1	34102.59497	34103.12231	105	850
3596	Waveform 1	1	34105.03394	34106.28638	65	850
3596	Spectrogram 1	1	34105.03394	34106.28638	65	850
3597	Waveform 1	1	34107.53882	34108.00024	135	850
3597	Spectrogram 1	1	34107.53882	34108.00024	135	850
3598	Waveform 1	1	34109.51636	34109.91187	105	500
3598	Spectrogram 1	1	34109.51636	34109.91187	105	500
3599	Waveform 1	1	34109.91187	34110.10962	200	700
3599	Spectrogram 1	1	34109.91187	34110.10962	200	700
3601	Waveform 1	1	34130.14868	34130.41235	150	800
3601	Spectrogram 1	1	34130.14868	34130.41235	150	800
3603	Waveform 1	1	34174.05005	34174.2478	200	450
3603	Spectrogram 1	1	34174.05005	34174.2478	200	450
3604	Waveform 1	1	34177.14819	34178.00513	85	650
3604	Spectrogram 1	1	34177.14819	34178.00513	85	650
3607	Waveform 1	1	34180.37817	34180.64185	85	600
3607	Spectrogram 1	1	34180.37817	34180.64185	85	600
3609	Waveform 1	1	34183.47632	34184.53101	85	600
3609	Spectrogram 1	1	34183.47632	34184.53101	85	600
3610	Waveform 1	1	34188.15649	34189.40894	65	850
3610	Spectrogram 1	1	34188.15649	34189.40894	65	850
3611	Waveform 1	1	34193.10034	34193.42993	95	450
3611	Spectrogram 1	1	34193.10034	34193.42993	95	450
3614	Waveform 1	1	34198.04419	34198.11011	125	800
3614	Spectrogram 1	1	34198.04419	34198.11011	125	800
3615	Waveform 1	1	34198.11011	34198.4397	65	850
3615	Spectrogram 1	1	34198.11011	34198.4397	65	850
3616	Waveform 1	1	34198.4397	34198.63745	150	550
3616	Spectrogram 1	1	34198.4397	34198.63745	150	550
3618	Waveform 1	1	34202.92212	34203.31763	65	700
3618	Spectrogram 1	1	34202.92212	34203.31763	65	700
3619	Waveform 1	1	34203.31763	34203.77905	150	600
3619	Spectrogram 1	1	34203.31763	34203.77905	150	600
3620	Waveform 1	1	34206.02026	34206.08618	105	650
3620	Spectrogram 1	1	34206.02026	34206.08618	105	650
3621	Waveform 1	1	34206.08618	34206.1521	400	550
3621	Spectrogram 1	1	34206.08618	34206.1521	400	550
3622	Waveform 1	1	34207.86597	34208.19556	75	750
3622	Spectrogram 1	1	34207.86597	34208.19556	75	750
3623	Waveform 1	1	34208.19556	34208.39331	150	500
3623	Spectrogram 1	1	34208.19556	34208.39331	150	500
3624	Waveform 1	1	34210.83228	34211.16187	105	250
3624	Spectrogram 1	1	34210.83228	34211.16187	105	250
3625	Waveform 1	1	34212.7439	34213.1394	65	850
3625	Spectrogram 1	1	34212.7439	34213.1394	65	850
3626	Waveform 1	1	34213.1394	34213.40308	200	850
3626	Spectrogram 1	1	34213.1394	34213.40308	200	850
3627	Waveform 1	1	34217.62183	34217.95142	95	550
3627	Spectrogram 1	1	34217.62183	34217.95142	95	550
3628	Waveform 1	1	34217.95142	34218.34692	75	600
3628	Spectrogram 1	1	34217.95142	34218.34692	75	600
3630	Waveform 1	1	34222.302	34222.69751	95	850
3630	Spectrogram 1	1	34222.302	34222.69751	95	850
3631	Waveform 1	1	34222.69751	34223.22485	85	800
3631	Spectrogram 1	1	34222.69751	34223.22485	85	800
3633	Waveform 1	1	34232.58521	34232.78296	450	700
3633	Spectrogram 1	1	34232.58521	34232.78296	450	700
3634	Waveform 1	1	34235.15601	34235.35376	500	850
3634	Spectrogram 1	1	34235.15601	34235.35376	500	850
3635	Waveform 1	1	34235.35376	34235.74927	85	550
3635	Spectrogram 1	1	34235.35376	34235.74927	85	550
3636	Waveform 1	1	34238.0564	34238.32007	500	750
3636	Spectrogram 1	1	34238.0564	34238.32007	500	750
3637	Waveform 1	1	34240.89087	34241.22046	450	750
3637	Spectrogram 1	1	34240.89087	34241.22046	450	750
3639	Waveform 1	1	34245.63696	34245.7688	115	750
3639	Spectrogram 1	1	34245.63696	34245.7688	115	750
3640	Waveform 1	1	34245.7688	34246.4939	65	850
3640	Spectrogram 1	1	34245.7688	34246.4939	65	850
3644	Waveform 1	1	34319.46509	34320.12427	65	550
3644	Spectrogram 1	1	34319.46509	34320.12427	65	550
3646	Waveform 1	1	34322.62915	34322.76099	600	850
3646	Spectrogram 1	1	34322.62915	34322.76099	600	850
3647	Waveform 1	1	34325.99097	34326.71606	65	600
3647	Spectrogram 1	1	34325.99097	34326.71606	65	600
3648	Waveform 1	1	34330.80298	34331.19849	75	650
3648	Spectrogram 1	1	34330.80298	34331.19849	75	650
3650	Waveform 1	1	34333.24194	34333.34082	75	550
3650	Spectrogram 1	1	34333.24194	34333.34082	75	550
3651	Waveform 1	1	34333.34082	34333.76929	135	450
3651	Spectrogram 1	1	34333.34082	34333.76929	135	450
3652	Waveform 1	1	34335.87866	34336.34009	95	300
3652	Spectrogram 1	1	34335.87866	34336.34009	95	300
3653	Waveform 1	1	34342.27271	34342.60229	125	700
3653	Spectrogram 1	1	34342.27271	34342.60229	125	700
3654	Waveform 1	1	34353.01733	34353.14917	600	850
3654	Spectrogram 1	1	34353.01733	34353.14917	600	850
3655	Waveform 1	1	34353.14917	34353.41284	200	650
3655	Spectrogram 1	1	34353.14917	34353.41284	200	650
3656	Waveform 1	1	34353.47876	34354.0061	65	300
3656	Spectrogram 1	1	34353.47876	34354.0061	65	300
3661	Waveform 1	1	34379.05493	34380.17554	65	350
3661	Spectrogram 1	1	34379.05493	34380.17554	65	350
3663	Waveform 1	1	34385.31714	34385.71265	85	700
3663	Spectrogram 1	1	34385.31714	34385.71265	85	700
3664	Waveform 1	1	34393.35913	34393.49097	450	850
3664	Spectrogram 1	1	34393.35913	34393.49097	450	850
3665	Waveform 1	1	34393.49097	34393.82056	65	800
3665	Spectrogram 1	1	34393.49097	34393.82056	65	800
3666	Waveform 1	1	34393.82056	34394.87524	85	400
3666	Spectrogram 1	1	34393.82056	34394.87524	85	400
3667	Waveform 1	1	34396.39136	34396.52319	500	850
3667	Spectrogram 1	1	34396.39136	34396.52319	500	850
3668	Waveform 1	1	34396.52319	34396.98462	85	550
3668	Spectrogram 1	1	34396.52319	34396.98462	85	550
3669	Waveform 1	1	34398.63257	34399.29175	65	850
3669	Spectrogram 1	1	34398.63257	34399.29175	65	850
3670	Waveform 1	1	34401.46704	34401.63184	75	750
3670	Spectrogram 1	1	34401.46704	34401.63184	75	750
3672	Waveform 1	1	34403.64233	34404.30151	65	750
3672	Spectrogram 1	1	34403.64233	34404.30151	65	750
3673	Waveform 1	1	34406.27905	34406.47681	200	600
3673	Spectrogram 1	1	34406.27905	34406.47681	200	600
3674	Waveform 1	1	34408.12476	34408.38843	65	350
3674	Spectrogram 1	1	34408.12476	34408.38843	65	350
3675	Waveform 1	1	34408.38843	34408.52026	500	750
3675	Spectrogram 1	1	34408.38843	34408.52026	500	750
3676	Waveform 1	1	34408.52026	34408.84985	150	550
3676	Spectrogram 1	1	34408.52026	34408.84985	150	550
3677	Waveform 1	1	34412.93677	34413.20044	75	125
3677	Spectrogram 1	1	34412.93677	34413.20044	75	125
3678	Waveform 1	1	34413.20044	34413.92554	65	850
3678	Spectrogram 1	1	34413.20044	34413.92554	65	850
3680	Waveform 1	1	34430.20728	34430.47095	200	700
3680	Spectrogram 1	1	34430.20728	34430.47095	200	700
3681	Waveform 1	1	34434.49194	34434.62378	450	700
3681	Spectrogram 1	1	34434.49194	34434.62378	450	700
3682	Waveform 1	1	34434.62378	34434.6897	135	400
3682	Spectrogram 1	1	34434.62378	34434.6897	135	400
3683	Waveform 1	1	34434.6897	34435.01929	115	500
3683	Spectrogram 1	1	34434.6897	34435.01929	115	500
3684	Waveform 1	1	34435.01929	34435.21704	65	850
3684	Spectrogram 1	1	34435.01929	34435.21704	65	850
3686	Waveform 1	1	34452.02612	34452.15796	75	850
3686	Spectrogram 1	1	34452.02612	34452.15796	75	850
3687	Waveform 1	1	34475.49292	34475.62476	450	750
3687	Spectrogram 1	1	34475.49292	34475.62476	450	750
3688	Waveform 1	1	34475.75659	34476.1521	85	400
3688	Spectrogram 1	1	34475.75659	34476.1521	85	400
3691	Waveform 1	1	34495.26831	34496.05933	65	600
3691	Spectrogram 1	1	34495.26831	34496.05933	65	600
3694	Waveform 1	1	34518.86694	34519.72388	65	850
3694	Spectrogram 1	1	34518.86694	34519.72388	65	850
3695	Waveform 1	1	34567.5144	34567.71216	135	850
3695	Spectrogram 1	1	34567.5144	34567.71216	135	850
3707	Waveform 1	1	34715.10474	34715.36841	75	600
3707	Spectrogram 1	1	34715.10474	34715.36841	75	600
3708	Waveform 1	1	34715.36841	34715.698	125	600
3708	Spectrogram 1	1	34715.36841	34715.698	125	600
3709	Waveform 1	1	34720.57593	34721.10327	75	550
3709	Spectrogram 1	1	34720.57593	34721.10327	75	550
3715	Waveform 1	1	34881.1521	34881.41577	75	300
3715	Spectrogram 1	1	34881.1521	34881.41577	75	300
3716	Waveform 1	1	34881.41577	34882.00903	65	750
3716	Spectrogram 1	1	34881.41577	34882.00903	65	750
3728	Waveform 1	1	35065.59058	35066.64526	75	850
3728	Spectrogram 1	1	35065.59058	35066.64526	75	850
3731	Waveform 1	1	35094.39673	35094.85815	135	850
3731	Spectrogram 1	1	35094.39673	35094.85815	135	850
3740	Waveform 1	1	35175.60767	35175.93726	105	350
3740	Spectrogram 1	1	35175.60767	35175.93726	105	350
3741	Waveform 1	1	35176.86011	35177.38745	65	850
3741	Spectrogram 1	1	35176.86011	35177.38745	65	850
3742	Waveform 1	1	35179.43091	35179.69458	95	400
3742	Spectrogram 1	1	35179.43091	35179.69458	95	400
3743	Waveform 1	1	35179.69458	35180.22192	65	700
3743	Spectrogram 1	1	35179.69458	35180.22192	65	700
3744	Waveform 1	1	35180.68335	35181.21069	65	850
3744	Spectrogram 1	1	35180.68335	35181.21069	65	850
3745	Waveform 1	1	35183.71558	35184.50659	75	750
3745	Spectrogram 1	1	35183.71558	35184.50659	75	750
3746	Waveform 1	1	35184.50659	35185.29761	65	850
3746	Spectrogram 1	1	35184.50659	35185.29761	65	850
3747	Waveform 1	1	35188.39575	35188.46167	600	800
3747	Spectrogram 1	1	35188.39575	35188.46167	600	800
3748	Waveform 1	1	35188.46167	35189.3186	65	800
3748	Spectrogram 1	1	35188.46167	35189.3186	65	800
3749	Waveform 1	1	35192.41675	35193.14185	65	750
3749	Spectrogram 1	1	35192.41675	35193.14185	65	750
3750	Waveform 1	1	35196.37183	35197.09692	65	850
3750	Spectrogram 1	1	35196.37183	35197.09692	65	850
3751	Waveform 1	1	35200.19507	35201.11792	65	700
3751	Spectrogram 1	1	35200.19507	35201.11792	65	700
3752	Waveform 1	1	35204.01831	35204.08423	65	650
3752	Spectrogram 1	1	35204.01831	35204.08423	65	650
3753	Waveform 1	1	35204.08423	35205.40259	75	500
3753	Spectrogram 1	1	35204.08423	35205.40259	75	500
3754	Waveform 1	1	35208.10522	35209.09399	65	850
3754	Spectrogram 1	1	35208.10522	35209.09399	65	850
3755	Waveform 1	1	35212.12622	35212.85132	65	600
3755	Spectrogram 1	1	35212.12622	35212.85132	65	600
3756	Waveform 1	1	35216.21313	35217.00415	65	350
3756	Spectrogram 1	1	35216.21313	35217.00415	65	350
3757	Waveform 1	1	35218.52026	35219.17944	65	125
3757	Spectrogram 1	1	35218.52026	35219.17944	65	125
3758	Waveform 1	1	35220.03638	35221.15698	65	250
3758	Spectrogram 1	1	35220.03638	35221.15698	65	250
3759	Waveform 1	1	35224.12329	35225.04614	65	550
3759	Spectrogram 1	1	35224.12329	35225.04614	65	550
3760	Waveform 1	1	35227.74878	35228.80347	65	350
3760	Spectrogram 1	1	35227.74878	35228.80347	65	350
3762	Waveform 1	1	35236.97729	35237.50464	65	750
3762	Spectrogram 1	1	35236.97729	35237.50464	65	750
3763	Waveform 1	1	35243.17358	35244.42603	65	450
3763	Spectrogram 1	1	35243.17358	35244.42603	65	450
3764	Waveform 1	1	35247.2605	35248.24927	65	600
3764	Spectrogram 1	1	35247.2605	35248.24927	65	600
3765	Waveform 1	1	35251.41333	35251.54517	72.9	132.9
3765	Spectrogram 1	1	35251.41333	35251.54517	72.9	132.9
3766	Waveform 1	1	35251.54517	35252.53394	65	550
3766	Spectrogram 1	1	35251.54517	35252.53394	65	550
3767	Waveform 1	1	35255.56616	35256.4231	95	250
3767	Spectrogram 1	1	35255.56616	35256.4231	95	250
3768	Waveform 1	1	35257.14819	35257.28003	200	450
3768	Spectrogram 1	1	35257.14819	35257.28003	200	450
3769	Waveform 1	1	35258.07104	35258.53247	65	750
3769	Spectrogram 1	1	35258.07104	35258.53247	65	750
3770	Waveform 1	1	35258.53247	35258.79614	200	600
3770	Spectrogram 1	1	35258.53247	35258.79614	200	600
3771	Waveform 1	1	35266.50854	35266.7063	200	500
3771	Spectrogram 1	1	35266.50854	35266.7063	200	500
3772	Waveform 1	1	35269.01343	35269.2771	200	500
3772	Spectrogram 1	1	35269.01343	35269.2771	200	500
3773	Waveform 1	1	35274.15503	35274.48462	115	700
3773	Spectrogram 1	1	35274.15503	35274.48462	115	700
3774	Waveform 1	1	35275.01196	35276.33032	65	350
3774	Spectrogram 1	1	35275.01196	35276.33032	65	350
3775	Waveform 1	1	35280.08765	35280.54907	115	400
3775	Spectrogram 1	1	35280.08765	35280.54907	115	400
3776	Waveform 1	1	35283.31763	35283.38354	350	650
3776	Spectrogram 1	1	35283.31763	35283.38354	350	650
3777	Waveform 1	1	35283.38354	35283.97681	105	850
3777	Spectrogram 1	1	35283.38354	35283.97681	105	850
3780	Waveform 1	1	35321.28638	35322.14331	65	800
3780	Spectrogram 1	1	35321.28638	35322.14331	65	800
3786	Waveform 1	1	35357.73901	35357.80493	85	850
3786	Spectrogram 1	1	35357.73901	35357.80493	85	850
3787	Waveform 1	1	35357.80493	35358.00269	350	600
3787	Spectrogram 1	1	35357.80493	35358.00269	350	600
3788	Waveform 1	1	35360.90308	35361.10083	200	850
3788	Spectrogram 1	1	35360.90308	35361.10083	200	850
3792	Waveform 1	1	35370.26343	35370.72485	65	300
3792	Spectrogram 1	1	35370.26343	35370.72485	65	300
3793	Waveform 1	1	35374.48218	35374.81177	65	165
3793	Spectrogram 1	1	35374.48218	35374.81177	65	165
3794	Waveform 1	1	35374.81177	35374.87769	150	700
3794	Spectrogram 1	1	35374.81177	35374.87769	150	700
3795	Waveform 1	1	35374.87769	35375.14136	300	500
3795	Spectrogram 1	1	35374.87769	35375.14136	300	500
3796	Waveform 1	1	35394.05981	35394.32349	85	450
3796	Spectrogram 1	1	35394.05981	35394.32349	85	450
3797	Waveform 1	1	35396.36694	35396.43286	125	350
3797	Spectrogram 1	1	35396.36694	35396.43286	125	350
3798	Waveform 1	1	35396.43286	35396.82837	95	500
3798	Spectrogram 1	1	35396.43286	35396.82837	95	500
3799	Waveform 1	1	35400.05835	35400.12427	65	850
3799	Spectrogram 1	1	35400.05835	35400.12427	65	850
3800	Waveform 1	1	35400.12427	35400.32202	400	650
3800	Spectrogram 1	1	35400.12427	35400.32202	400	650
3802	Waveform 1	1	35404.87036	35405.06812	150	650
3802	Spectrogram 1	1	35404.87036	35405.06812	150	650
3803	Waveform 1	1	35407.573	35407.77075	150	500
3803	Spectrogram 1	1	35407.573	35407.77075	150	500
3805	Waveform 1	1	35420.62476	35421.41577	65	600
3805	Spectrogram 1	1	35420.62476	35421.41577	65	600
3809	Waveform 1	1	35438.35669	35438.62036	125	850
3809	Spectrogram 1	1	35438.35669	35438.62036	125	850
3810	Waveform 1	1	35441.38892	35441.91626	75	500
3810	Spectrogram 1	1	35441.38892	35441.91626	75	500
3811	Waveform 1	1	35442.31177	35442.90503	75	850
3811	Spectrogram 1	1	35442.31177	35442.90503	75	850
3812	Waveform 1	1	35443.82788	35443.8938	105	850
3812	Spectrogram 1	1	35443.82788	35443.8938	105	850
3814	Waveform 1	1	35446.13501	35446.79419	65	850
3814	Spectrogram 1	1	35446.13501	35446.79419	65	850
3816	Waveform 1	1	35449.95825	35450.8811	65	850
3816	Spectrogram 1	1	35449.95825	35450.8811	65	850
3817	Waveform 1	1	35453.84741	35454.37476	65	850
3817	Spectrogram 1	1	35453.84741	35454.37476	65	850
3818	Waveform 1	1	35457.73657	35458.32983	65	850
3818	Spectrogram 1	1	35457.73657	35458.32983	65	850
3819	Waveform 1	1	35461.55981	35462.54858	65	850
3819	Spectrogram 1	1	35461.55981	35462.54858	65	850
3821	Waveform 1	1	35465.44897	35466.23999	65	850
3821	Spectrogram 1	1	35465.44897	35466.23999	65	850
3824	Waveform 1	1	35469.33813	35469.53589	350	700
3824	Spectrogram 1	1	35469.33813	35469.53589	350	700
3825	Waveform 1	1	35473.09546	35473.95239	65	650
3825	Spectrogram 1	1	35473.09546	35473.95239	65	650
3826	Waveform 1	1	35476.85278	35477.84155	75	700
3826	Spectrogram 1	1	35476.85278	35477.84155	75	700
3827	Waveform 1	1	35480.67603	35480.74194	150	500
3827	Spectrogram 1	1	35480.67603	35480.74194	150	500
3828	Waveform 1	1	35480.74194	35481.46704	65	850
3828	Spectrogram 1	1	35480.74194	35481.46704	65	850
3829	Waveform 1	1	35484.69702	35485.75171	95	250
3829	Spectrogram 1	1	35484.69702	35485.75171	95	250
3830	Waveform 1	1	35488.58618	35489.50903	65	350
3830	Spectrogram 1	1	35488.58618	35489.50903	65	350
3831	Waveform 1	1	35492.93677	35494.18921	65	350
3831	Spectrogram 1	1	35492.93677	35494.18921	65	350
3832	Waveform 1	1	35496.76001	35497.94653	65	500
3832	Spectrogram 1	1	35496.76001	35497.94653	65	500
3833	Waveform 1	1	35500.3855	35501.44019	65	300
3833	Spectrogram 1	1	35500.3855	35501.44019	65	300
3835	Waveform 1	1	35515.01929	35515.28296	115	300
3835	Spectrogram 1	1	35515.01929	35515.28296	115	300
3836	Waveform 1	1	35519.89722	35520.16089	115	400
3836	Spectrogram 1	1	35519.89722	35520.16089	115	400
3837	Waveform 1	1	35521.08374	35521.14966	65	700
3837	Spectrogram 1	1	35521.08374	35521.14966	65	700
3839	Waveform 1	1	35523.65454	35523.72046	350	750
3839	Spectrogram 1	1	35523.65454	35523.72046	350	750
3840	Waveform 1	1	35524.9729	35525.30249	200	850
3840	Spectrogram 1	1	35524.9729	35525.30249	200	850
3846	Waveform 1	1	35545.47339	35545.67114	200	400
3846	Spectrogram 1	1	35545.47339	35545.67114	200	400
3847	Waveform 1	1	35550.2854	35551.27417	85	800
3847	Spectrogram 1	1	35550.2854	35551.27417	85	800
3848	Waveform 1	1	35551.86743	35552.46069	65	500
3848	Spectrogram 1	1	35551.86743	35552.46069	65	500
3849	Waveform 1	1	35552.92212	35553.64722	65	300
3849	Spectrogram 1	1	35552.92212	35553.64722	65	300
3850	Waveform 1	1	35555.82251	35556.61353	65	145
3850	Spectrogram 1	1	35555.82251	35556.61353	65	145
3851	Waveform 1	1	35557.33862	35558.12964	85	500
3851	Spectrogram 1	1	35557.33862	35558.12964	85	500
3852	Waveform 1	1	35560.50269	35561.09595	65	350
3852	Spectrogram 1	1	35560.50269	35561.09595	65	350
3853	Waveform 1	1	35564.19409	35564.52368	65	600
3853	Spectrogram 1	1	35564.19409	35564.52368	65	600
3854	Waveform 1	1	35564.52368	35564.72144	150	850
3854	Spectrogram 1	1	35564.52368	35564.72144	150	850
3856	Waveform 1	1	35566.23755	35567.81958	65	500
3856	Spectrogram 1	1	35566.23755	35567.81958	65	500
3857	Waveform 1	1	35567.81958	35568.41284	65	800
3857	Spectrogram 1	1	35567.81958	35568.41284	65	800
3858	Waveform 1	1	35570.91772	35571.5769	65	350
3858	Spectrogram 1	1	35570.91772	35571.5769	65	350
3860	Waveform 1	1	35575.13647	35575.79565	65	750
3860	Spectrogram 1	1	35575.13647	35575.79565	65	750
3861	Waveform 1	1	35579.68481	35580.14624	115	750
3861	Spectrogram 1	1	35579.68481	35580.14624	115	750
3862	Waveform 1	1	35580.7395	35581.26685	65	650
3862	Spectrogram 1	1	35580.7395	35581.26685	65	650
3863	Waveform 1	1	35583.63989	35583.90356	65	850
3863	Spectrogram 1	1	35583.63989	35583.90356	65	850
3864	Waveform 1	1	35584.49683	35585.02417	65	700
3864	Spectrogram 1	1	35584.49683	35585.02417	65	700
3865	Waveform 1	1	35585.35376	35586.01294	65	850
3865	Spectrogram 1	1	35585.35376	35586.01294	65	850
3866	Waveform 1	1	35587.52905	35587.79272	65	850
3866	Spectrogram 1	1	35587.52905	35587.79272	65	850
3867	Waveform 1	1	35588.58374	35589.177	65	800
3867	Spectrogram 1	1	35588.58374	35589.177	65	800
3868	Waveform 1	1	35589.77026	35590.56128	65	125
3868	Spectrogram 1	1	35589.77026	35590.56128	65	125
3869	Waveform 1	1	35591.35229	35592.14331	85	850
3869	Spectrogram 1	1	35591.35229	35592.14331	85	850
3870	Waveform 1	1	35593.13208	35593.32983	95	550
3870	Spectrogram 1	1	35593.13208	35593.32983	95	550
3871	Waveform 1	1	35594.3186	35594.51636	450	750
3871	Spectrogram 1	1	35594.3186	35594.51636	450	750
3872	Waveform 1	1	35595.17554	35595.83472	75	850
3872	Spectrogram 1	1	35595.17554	35595.83472	75	850
3874	Waveform 1	1	35599.13062	35599.72388	65	850
3874	Spectrogram 1	1	35599.13062	35599.72388	65	850
3875	Waveform 1	1	35601.50366	35601.76733	65	850
3875	Spectrogram 1	1	35601.50366	35601.76733	65	850
3876	Waveform 1	1	35601.76733	35601.89917	300	850
3876	Spectrogram 1	1	35601.76733	35601.89917	300	850
3878	Waveform 1	1	35602.95386	35603.21753	105	850
3878	Spectrogram 1	1	35602.95386	35603.21753	105	850
3879	Waveform 1	1	35606.24976	35606.64526	105	350
3879	Spectrogram 1	1	35606.24976	35606.64526	105	350
3880	Waveform 1	1	35606.64526	35606.7771	115	350
3880	Spectrogram 1	1	35606.64526	35606.7771	115	350
3881	Waveform 1	1	35606.7771	35607.37036	65	850
3881	Spectrogram 1	1	35606.7771	35607.37036	65	850
3882	Waveform 1	1	35610.66626	35611.39136	65	850
3882	Spectrogram 1	1	35610.66626	35611.39136	65	850
3883	Waveform 1	1	35611.58911	35611.78687	135	400
3883	Spectrogram 1	1	35611.58911	35611.78687	135	400
3885	Waveform 1	1	35614.4895	35615.67603	65	650
3885	Spectrogram 1	1	35614.4895	35615.67603	65	650
3886	Waveform 1	1	35616.40112	35616.59888	135	350
3886	Spectrogram 1	1	35616.40112	35616.59888	135	350
3887	Waveform 1	1	35618.24683	35619.03784	65	700
3887	Spectrogram 1	1	35618.24683	35619.03784	65	700
3889	Waveform 1	1	35621.21313	35621.34497	135	350
3889	Spectrogram 1	1	35621.21313	35621.34497	135	350
3890	Waveform 1	1	35622.13599	35622.86108	65	500
3890	Spectrogram 1	1	35622.13599	35622.86108	65	500
3891	Waveform 1	1	35625.82739	35626.81616	65	450
3891	Spectrogram 1	1	35625.82739	35626.81616	65	450
3892	Waveform 1	1	35630.04614	35630.44165	85	800
3892	Spectrogram 1	1	35630.04614	35630.44165	85	800
3894	Waveform 1	1	35634.19897	35635.12183	65	300
3894	Spectrogram 1	1	35634.19897	35635.12183	65	300
3895	Waveform 1	1	35638.21997	35638.74731	75	600
3895	Spectrogram 1	1	35638.21997	35638.74731	75	600
3896	Waveform 1	1	35640.65894	35641.18628	85	650
3896	Spectrogram 1	1	35640.65894	35641.18628	85	650
3897	Waveform 1	1	35641.97729	35642.3728	200	800
3897	Spectrogram 1	1	35641.97729	35642.3728	200	800
3900	Waveform 1	1	35646.13013	35646.19604	500	750
3900	Spectrogram 1	1	35646.13013	35646.19604	500	750
3902	Waveform 1	1	35646.32788	35646.59155	150	450
3902	Spectrogram 1	1	35646.32788	35646.59155	150	450
3903	Waveform 1	1	35653.44702	35653.71069	65	650
3903	Spectrogram 1	1	35653.44702	35653.71069	65	650
3904	Waveform 1	1	35653.71069	35653.77661	150	850
3904	Spectrogram 1	1	35653.71069	35653.77661	150	850
3907	Waveform 1	1	35667.42163	35667.75122	135	750
3907	Spectrogram 1	1	35667.42163	35667.75122	135	750
3908	Waveform 1	1	35673.48608	35674.07935	65	800
3908	Spectrogram 1	1	35673.48608	35674.07935	65	800
3910	Waveform 1	1	35682.84644	35683.04419	450	800
3910	Spectrogram 1	1	35682.84644	35683.04419	450	800
3912	Waveform 1	1	35692.73413	35693.26147	65	600
3912	Spectrogram 1	1	35692.73413	35693.26147	65	600
3926	Waveform 1	1	35764.05737	35764.32104	85	650
3926	Spectrogram 1	1	35764.05737	35764.32104	85	650
3928	Waveform 1	1	35780.60278	35780.93237	95	400
3928	Spectrogram 1	1	35780.60278	35780.93237	95	400
3930	Waveform 1	1	35800.18042	35800.51001	75	350
3930	Spectrogram 1	1	35800.18042	35800.51001	75	350
3931	Waveform 1	1	35801.69653	35801.82837	150	850
3931	Spectrogram 1	1	35801.69653	35801.82837	150	850
3932	Waveform 1	1	35805.2561	35805.71753	75	600
3932	Spectrogram 1	1	35805.2561	35805.71753	75	600
3933	Waveform 1	1	35805.71753	35806.11304	65	850
3933	Spectrogram 1	1	35805.71753	35806.11304	65	850
3934	Waveform 1	1	35806.7063	35807.03589	65	850
3934	Spectrogram 1	1	35806.7063	35807.03589	65	850
3935	Waveform 1	1	35810.13403	35810.39771	75	350
3935	Spectrogram 1	1	35810.13403	35810.39771	75	350
3936	Waveform 1	1	35811.25464	35811.38647	150	600
3936	Spectrogram 1	1	35811.25464	35811.38647	150	600
3937	Waveform 1	1	35815.40747	35816.65991	65	850
3937	Spectrogram 1	1	35815.40747	35816.65991	65	850
3941	Waveform 1	1	35824.37231	35824.7019	95	550
3941	Spectrogram 1	1	35824.37231	35824.7019	95	550
