Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	status
1812	Spectrogram 1	1	20716.471069336	20718.553100586	1300.0	1450.0	
1813	Spectrogram 1	1	20721.676147461	20724.799194336	1200.0	1450.0	
1814	Spectrogram 1	1	20723.758178711	20724.799194336	1250.0	1550.0	
1815	Spectrogram 1	1	20726.620971680	20729.223510742	1300.0	1600.0	
1816	Spectrogram 1	1	20730.524780273	20732.606811523	1300.0	1450.0	
1817	Spectrogram 1	1	20741.975952148	20743.537475586	1200.0	1700.0	
1818	Spectrogram 1	1	20757.070678711	20758.632202148	1200.0	1450.0	
1819	Spectrogram 1	1	20759.152709961	20760.193725586	1300.0	1450.0	
1820	Spectrogram 1	1	20761.494995117	20763.316772461	1300.0	1600.0	
1821	Spectrogram 1	1	20764.878295898	20766.179565430	1300.0	1450.0	
1822	Spectrogram 1	1	20767.741088867	20769.562866211	1300.0	1550.0	
1823	Spectrogram 1	1	20778.411499023	20781.274291992	1100.0	1550.0	
1824	Spectrogram 1	1	20786.609497071	20789.081909180	1300.0	1450.0	
1825	Spectrogram 1	1	20794.807495117	20796.629272461	1550.0	1750.0	
1826	Spectrogram 1	1	20803.916381836	20806.518920898	1300.0	1550.0	
1827	Spectrogram 1	1	20811.463745117	20812.765014648	1300.0	1450.0	
1828	Spectrogram 1	1	20815.627807617	20817.449584961	1200.0	1600.0	
1829	Spectrogram 1	1	20818.750854492	20820.832885742	1300.0	1450.0	
1830	Spectrogram 1	1	20823.175170898	20825.257202148	1200.0	1600.0	
1831	Spectrogram 1	1	20842.433959961	20843.474975586	1300.0	1450.0	
1832	Spectrogram 1	1	20852.974243164	20854.145385742	1300.0	1450.0	
1833	Spectrogram 1	1	20858.829956055	20861.172241211	1350.0	1550.0	
1834	Spectrogram 1	1	20862.213256836	20865.076049805	1200.0	1550.0	
1835	Spectrogram 1	1	20879.390014648	20882.773315430	1200.0	1700.0	
1836	Spectrogram 1	1	20884.595092773	20885.896362305	1300.0	1450.0	
1837	Spectrogram 1	1	20894.614868164	20896.306518555	1400.0	1550.0	
1838	Spectrogram 1	1	20903.073120117	20905.935913086	1200.0	1700.0	
1839	Spectrogram 1	1	20914.003784180	20915.305053711	1300.0	1450.0	
1840	Spectrogram 1	1	20919.989624023	20923.372924805	1250.0	1450.0	
1841	Spectrogram 1	1	20921.551147461	20924.674194336	1200.0	1700.0	
1842	Spectrogram 1	1	20926.756225586	20928.838256836	1300.0	1450.0	
1843	Spectrogram 1	1	20930.920288086	20933.783081055	1250.0	1550.0	
1844	Spectrogram 1	1	20935.344604492	20938.988159180	1200.0	1450.0	
1845	Spectrogram 1	1	20948.877807617	20950.439331055	1200.0	1550.0	
1846	Spectrogram 1	1	20953.302124023	20957.726440430	1200.0	1600.0	
1847	Spectrogram 1	1	20964.232788086	20966.054565430	1300.0	1450.0	
1848	Spectrogram 1	1	20970.218627930	20972.040405273	1200.0	1450.0	
1849	Spectrogram 1	1	20983.231323242	20985.833862305	1200.0	1600.0	
1850	Spectrogram 1	1	20993.901733398	20997.285034180	1200.0	1600.0	
1851	Spectrogram 1	1	21003.010620117	21004.051635742	1300.0	1450.0	
1852	Spectrogram 1	1	21008.996459961	21010.037475586	1300.0	1450.0	
1853	Spectrogram 1	1	21014.461791992	21016.543823242	1300.0	1600.0	
1854	Spectrogram 1	1	21019.406616211	21020.968139648	1200.0	1600.0	
1855	Spectrogram 1	1	21022.789916992	21025.132202148	1300.0	1500.0	
1856	Spectrogram 1	1	21025.912963867	21027.734741211	1200.0	1550.0	
1857	Spectrogram 1	1	21032.679565430	21035.802612305	1100.0	1700.0	
1858	Spectrogram 1	1	21036.062866211	21038.405151367	1300.0	1600.0	
1859	Spectrogram 1	1	21041.658325195	21043.349975586	1300.0	1450.0	
1860	Spectrogram 1	1	21047.253784180	21050.116577148	1300.0	1600.0	
1861	Spectrogram 1	1	21058.184448242	21060.786987305	1100.0	1600.0	
1862	Spectrogram 1	1	21065.992065430	21068.854858398	1100.0	1600.0	
1863	Spectrogram 1	1	21069.895874023	21071.457397461	1300.0	1550.0	
1864	Spectrogram 1	1	21074.320190430	21077.963745117	1150.0	1700.0	
1865	Spectrogram 1	1	21080.306030273	21081.347045898	1200.0	1350.0	
1866	Spectrogram 1	1	21092.798217773	21096.702026367	1300.0	1500.0	
1867	Spectrogram 1	1	21102.687866211	21105.550659180	1250.0	1700.0	
1868	Spectrogram 1	1	21106.591674805	21108.673706055	1150.0	1600.0	
1869	Spectrogram 1	1	21117.001831055	21120.645385742	1250.0	1700.0	
1870	Spectrogram 1	1	21125.329956055	21126.631225586	1300.0	1450.0	
1871	Spectrogram 1	1	21130.014526367	21131.836303711	1100.0	1550.0	
1872	Spectrogram 1	1	21139.643920898	21142.766967773	1200.0	1600.0	
1873	Spectrogram 1	1	21146.931030273	21151.095092773	1200.0	1700.0	
1874	Spectrogram 1	1	21157.080932617	21159.943725586	1250.0	1550.0	
1875	Spectrogram 1	1	21161.505249023	21163.587280273	1300.0	1500.0	
1876	Spectrogram 1	1	21167.751342773	21168.792358398	1200.0	1550.0	
1877	Spectrogram 1	1	21174.778198242	21177.120483398	1300.0	1500.0	
1878	Spectrogram 1	1	21177.901245117	21180.503784180	1400.0	1600.0	
1879	Spectrogram 1	1	21185.188354492	21187.790893555	1200.0	1650.0	
1880	Spectrogram 1	1	21198.981811523	21201.844604492	1300.0	1550.0	
1881	Spectrogram 1	1	21211.994506836	21215.117553711	1300.0	1600.0	
1882	Spectrogram 1	1	21213.816284180	21215.117553711	1450.0	1600.0	
1883	Spectrogram 1	1	21217.459838867	21218.500854492	1300.0	1450.0	
1884	Spectrogram 1	1	21219.281616211	21222.404663086	1050.0	1700.0	
1885	Spectrogram 1	1	21224.486694336	21226.568725586	1300.0	1550.0	
1886	Spectrogram 1	1	21226.048217773	21227.089233398	1300.0	1450.0	
1887	Spectrogram 1	1	21243.224975586	21245.567260742	1250.0	1550.0	
1888	Spectrogram 1	1	21247.909545898	21251.032592773	1000.0	1700.0	
1889	Spectrogram 1	1	21253.114624023	21254.155639648	1300.0	1600.0	
1890	Spectrogram 1	1	21255.587036133	21257.018432617	1300.0	1450.0	
1891	Spectrogram 1	1	21258.840209961	21260.401733398	1300.0	1450.0	
1892	Spectrogram 1	1	21261.703002930	21265.606811523	1150.0	1700.0	
1893	Spectrogram 1	1	21271.852905273	21275.496459961	1200.0	1600.0	
1894	Spectrogram 1	1	21274.715698242	21275.756713867	1300.0	1450.0	
1895	Spectrogram 1	1	21277.838745117	21280.181030273	1300.0	1450.0	
1896	Spectrogram 1	1	21285.516235352	21288.509155273	1300.0	1450.0	
1897	Spectrogram 1	1	21293.714233398	21296.056518555	1300.0	1450.0	
1898	Spectrogram 1	1	21300.741088867	21304.124389648	1050.0	1700.0	
1899	Spectrogram 1	1	21307.507690430	21309.069213867	1300.0	1550.0	
1900	Spectrogram 1	1	21311.151245117	21312.192260742	1500.0	1650.0	
1901	Spectrogram 1	1	21312.973022461	21315.055053711	1300.0	1450.0	
1902	Spectrogram 1	1	21316.356323242	21320.260131836	1200.0	1600.0	
1903	Spectrogram 1	1	21319.479370117	21320.520385742	1450.0	1600.0	
1904	Spectrogram 1	1	21323.643432617	21324.684448242	1300.0	1500.0	
1905	Spectrogram 1	1	21328.328002930	21330.930541992	1250.0	1600.0	
1906	Spectrogram 1	1	21335.875366211	21338.738159180	1200.0	1600.0	
1907	Spectrogram 1	1	21340.039428711	21343.162475586	1000.0	1600.0	
1908	Spectrogram 1	1	21346.806030273	21350.189331055	1200.0	1500.0	
1909	Spectrogram 1	1	21364.503295898	21367.626342773	1150.0	1650.0	
1910	Spectrogram 1	1	21373.351928711	21375.433959961	1200.0	1700.0	
1911	Spectrogram 1	1	21376.214721680	21378.557006836	1100.0	1500.0	
1912	Spectrogram 1	1	21380.118530273	21382.981323242	1350.0	1700.0	
1913	Spectrogram 1	1	21384.803100586	21386.624877930	1200.0	1450.0	
1914	Spectrogram 1	1	21388.706909180	21391.049194336	1200.0	1550.0	
1915	Spectrogram 1	1	21392.870971680	21394.172241211	1300.0	1500.0	
1916	Spectrogram 1	1	21396.254272461	21398.596557617	1300.0	1450.0	
1917	Spectrogram 1	1	21404.061889648	21406.143920898	1200.0	1550.0	
1918	Spectrogram 1	1	21406.404174805	21407.705444336	1300.0	1450.0	
1919	Spectrogram 1	1	21420.197631836	21421.759155273	1200.0	1450.0	
1920	Spectrogram 1	1	21423.060424805	21424.882202148	1200.0	1650.0	
1921	Spectrogram 1	1	21427.744995117	21429.827026367	1250.0	1500.0	
1922	Spectrogram 1	1	21430.087280273	21431.909057617	1300.0	1600.0	
1923	Spectrogram 1	1	21446.092895507	21447.524291992	1150.0	1400.0	
1924	Spectrogram 1	1	21454.290893555	21457.413940430	1150.0	1700.0	
1925	Spectrogram 1	1	21456.893432617	21459.235717773	1300.0	1600.0	
1926	Spectrogram 1	1	21459.756225586	21461.057495117	1400.0	1700.0	
1927	Spectrogram 1	1	21463.660034180	21464.701049805	1300.0	1550.0	
1928	Spectrogram 1	1	21473.289428711	21475.631713867	1200.0	1550.0	
1929	Spectrogram 1	1	21479.275268555	21481.357299805	1150.0	1650.0	
1930	Spectrogram 1	1	21482.138061523	21484.220092773	1200.0	1550.0	
1931	Spectrogram 1	1	21487.082885742	21489.425170898	1100.0	1600.0	
1932	Spectrogram 1	1	21493.849487304	21496.452026367	1300.0	1450.0	
1933	Spectrogram 1	1	21503.999389648	21506.341674805	1050.0	1550.0	
1934	Spectrogram 1	1	21513.628784180	21515.450561523	1150.0	1700.0	
1935	Spectrogram 1	1	21517.792846680	21519.094116211	1300.0	1600.0	
1936	Spectrogram 1	1	21524.559448242	21527.422241211	1200.0	1500.0	
1937	Spectrogram 1	1	21528.983764648	21531.586303711	1300.0	1700.0	
1938	Spectrogram 1	1	21533.668334961	21536.270874023	1200.0	1550.0	
1939	Spectrogram 1	1	21543.297729492	21547.461791992	1100.0	1700.0	
1940	Spectrogram 1	1	21545.900268555	21546.941284180	1200.0	1350.0	
1941	Spectrogram 1	1	21560.734741211	21563.337280273	1100.0	1650.0	
1942	Spectrogram 1	1	21566.720581055	21570.364135742	1100.0	1700.0	
1943	Spectrogram 1	1	21574.267944336	21576.610229492	1100.0	1600.0	
1944	Spectrogram 1	1	21577.130737305	21578.171752930	1300.0	1450.0	
1945	Spectrogram 1	1	21584.417846680	21585.458862305	1300.0	1450.0	
1946	Spectrogram 1	1	21591.184448242	21592.485717773	1050.0	1350.0	
1947	Spectrogram 1	1	21595.869018555	21599.512573242	1200.0	1550.0	
1948	Spectrogram 1	1	21603.416381836	21606.279174805	1200.0	1700.0	
1949	Spectrogram 1	1	21620.072631836	21623.195678711	1150.0	1700.0	
1950	Spectrogram 1	1	21631.003295898	21633.085327148	1000.0	1550.0	
1951	Spectrogram 1	1	21640.892944336	21644.276245117	1050.0	1600.0	
1952	Spectrogram 1	1	21644.796752930	21646.618530273	1200.0	1600.0	
1953	Spectrogram 1	1	21652.344116211	21655.467163086	1050.0	1700.0	
1954	Spectrogram 1	1	21660.932495117	21662.754272461	1000.0	1750.0	
1955	Spectrogram 1	1	21674.725952148	21677.068237305	1300.0	1600.0	
1956	Spectrogram 1	1	21681.232299805	21684.875854492	1150.0	1700.0	
1957	Spectrogram 1	1	21685.396362305	21686.957885742	1300.0	1450.0	
1958	Spectrogram 1	1	21692.423217773	21694.244995117	1300.0	1700.0	
1959	Spectrogram 1	1	21697.107788086	21700.230834961	1200.0	1600.0	
1960	Spectrogram 1	1	21705.175659180	21707.257690430	1300.0	1450.0	
1961	Spectrogram 1	1	21712.462768555	21714.805053711	1150.0	1600.0	
1962	Spectrogram 1	1	21717.147338867	21719.229370117	1200.0	1600.0	
1963	Spectrogram 1	1	21719.619750977	21720.790893555	1550.0	1700.0	
1964	Spectrogram 1	1	21735.104858398	21738.748413086	1300.0	1600.0	
1965	Spectrogram 1	1	21740.830444336	21743.953491211	1150.0	1550.0	
1966	Spectrogram 1	1	21745.775268555	21748.638061523	1200.0	1700.0	
1967	Spectrogram 1	1	21753.322631836	21755.144409180	1300.0	1550.0	
1968	Spectrogram 1	1	21763.732788086	21766.335327148	1250.0	1700.0	
1969	Spectrogram 1	1	21767.636596680	21769.458374023	1300.0	1450.0	
1970	Spectrogram 1	1	21769.198120117	21770.499389648	1450.0	1600.0	
1971	Spectrogram 1	1	21772.581420898	21775.964721680	1200.0	1600.0	
1972	Spectrogram 1	1	21777.005737305	21779.608276367	1100.0	1450.0	
1973	Spectrogram 1	1	21788.717163086	21790.799194336	1300.0	1600.0	
1974	Spectrogram 1	1	21801.209350586	21803.291381836	1200.0	1600.0	
1975	Spectrogram 1	1	21803.811889648	21805.633666992	1100.0	1350.0	
1976	Spectrogram 1	1	21816.564331055	21819.166870117	1200.0	1650.0	
1977	Spectrogram 1	1	21820.728393555	21823.070678711	1300.0	1500.0	
1978	Spectrogram 1	1	21826.193725586	21828.275756836	1000.0	1450.0	
1979	Spectrogram 1	1	21830.878295898	21833.220581055	1050.0	1750.0	
1980	Spectrogram 1	1	21834.261596680	21836.083374023	1200.0	1650.0	
1981	Spectrogram 1	1	21841.548706055	21844.411499023	1000.0	1550.0	
1982	Spectrogram 1	1	21850.397338867	21853.520385742	1000.0	1550.0	
1983	Spectrogram 1	1	21853.780639648	21855.342163086	1100.0	1350.0	
1984	Spectrogram 1	1	21856.903686523	21859.245971680	1200.0	1500.0	
1985	Spectrogram 1	1	21861.328002930	21862.629272461	1050.0	1500.0	
1986	Spectrogram 1	1	21864.451049805	21868.094604492	1300.0	1450.0	
1987	Spectrogram 1	1	21866.793334961	21869.135620117	1200.0	1700.0	
1988	Spectrogram 1	1	21870.697143555	21873.299682617	1300.0	1450.0	
1989	Spectrogram 1	1	21876.422729492	21877.984252930	1300.0	1600.0	
1990	Spectrogram 1	1	21880.326538086	21882.148315430	1250.0	1700.0	
1991	Spectrogram 1	1	21888.394409180	21890.476440430	1200.0	1550.0	
1992	Spectrogram 1	1	21892.298217773	21895.161010742	1300.0	1450.0	
1993	Spectrogram 1	1	21898.284057617	21900.366088867	1250.0	1650.0	
1994	Spectrogram 1	1	21900.886596680	21902.968627930	1300.0	1450.0	
1995	Spectrogram 1	1	21908.694213867	21912.337768555	1100.0	1700.0	
1996	Spectrogram 1	1	21912.077514648	21913.639038086	1100.0	1450.0	
1997	Spectrogram 1	1	21918.063354492	21920.405639648	1200.0	1500.0	
1998	Spectrogram 1	1	21921.706909180	21924.049194336	1200.0	1550.0	
1999	Spectrogram 1	1	21927.302368164	21928.473510742	1300.0	1450.0	
2000	Spectrogram 1	1	21933.158081055	21935.240112305	1100.0	1700.0	
2001	Spectrogram 1	1	21942.266967773	21945.129760742	1200.0	1550.0	
2002	Spectrogram 1	1	21954.498901367	21957.361694336	1250.0	1450.0	
2003	Spectrogram 1	1	21958.923217773	21961.525756836	1200.0	1650.0	
2004	Spectrogram 1	1	21966.730834961	21969.073120117	1200.0	1450.0	
2005	Spectrogram 1	1	21977.921752930	21981.565307617	1100.0	1700.0	
2006	Spectrogram 1	1	21982.346069336	21983.907592773	1300.0	1600.0	
2007	Spectrogram 1	1	21988.592163086	21991.454956055	1050.0	1700.0	
2008	Spectrogram 1	1	21993.536987305	21996.660034180	1100.0	1450.0	
2009	Spectrogram 1	1	22008.371459961	22009.932983398	1300.0	1600.0	
2010	Spectrogram 1	1	22010.713745117	22013.056030273	1200.0	1550.0	
2011	Spectrogram 1	1	22014.097045898	22016.959838867	1000.0	1700.0	
2012	Spectrogram 1	1	22018.521362305	22021.384155273	1100.0	1700.0	
2013	Spectrogram 1	1	22030.753295898	22033.355834961	1200.0	1600.0	
2014	Spectrogram 1	1	22042.464721680	22044.807006836	1200.0	1750.0	
2015	Spectrogram 1	1	22050.792846680	22053.915893555	1050.0	1750.0	
2016	Spectrogram 1	1	22057.038940430	22059.381225586	1200.0	1550.0	
2017	Spectrogram 1	1	22062.504272461	22064.326049805	1200.0	1500.0	
2018	Spectrogram 1	1	22066.928588867	22070.311889648	1100.0	1700.0	
2019	Spectrogram 1	1	22071.873413086	22073.955444336	1300.0	1700.0	
2020	Spectrogram 1	1	22085.927124023	22089.310424805	1200.0	1550.0	
2021	Spectrogram 1	1	22092.953979492	22095.296264648	1050.0	1450.0	
2022	Spectrogram 1	1	22096.337280273	22098.679565430	1400.0	1600.0	
2023	Spectrogram 1	1	22104.144897461	22107.007690430	1200.0	1550.0	
2024	Spectrogram 1	1	22109.740356445	22112.473022461	1300.0	1450.0	
2025	Spectrogram 1	1	22113.514038086	22115.335815430	1200.0	1550.0	
2026	Spectrogram 1	1	22120.540893555	22125.485717773	1050.0	1700.0	
2027	Spectrogram 1	1	22131.211303711	22132.772827148	1200.0	1450.0	
2028	Spectrogram 1	1	22140.059936523	22142.402221680	1200.0	1550.0	
2029	Spectrogram 1	1	22144.744506836	22147.607299805	1150.0	1650.0	
2030	Spectrogram 1	1	22152.031616211	22153.853393555	1200.0	1700.0	
2031	Spectrogram 1	1	22155.675170898	22156.976440430	1400.0	1600.0	
2032	Spectrogram 1	1	22171.030151367	22173.112182617	1250.0	1450.0	
2033	Spectrogram 1	1	22175.194213867	22177.015991211	1200.0	1450.0	
2034	Spectrogram 1	1	22178.317260742	22181.440307617	1200.0	1700.0	
2035	Spectrogram 1	1	22182.741577148	22184.823608398	1200.0	1650.0	
2036	Spectrogram 1	1	22188.727416992	22191.590209961	1000.0	1600.0	
2037	Spectrogram 1	1	22200.438842773	22201.479858398	1250.0	1650.0	
2038	Spectrogram 1	1	22211.369506836	22213.191284180	1300.0	1450.0	
2039	Spectrogram 1	1	22215.013061523	22218.656616211	1200.0	1450.0	
2040	Spectrogram 1	1	22219.697631836	22221.519409180	1200.0	1450.0	
2041	Spectrogram 1	1	22221.779663086	22223.601440430	1100.0	1450.0	
2042	Spectrogram 1	1	22235.052612305	22237.134643555	1200.0	1450.0	
2043	Spectrogram 1	1	22238.956420898	22241.038452148	1100.0	1600.0	
2044	Spectrogram 1	1	22250.928100586	22253.530639648	1300.0	1550.0	
2045	Spectrogram 1	1	22255.352416992	22256.913940430	1200.0	1500.0	
2046	Spectrogram 1	1	22258.735717773	22262.379272461	1000.0	1650.0	
2047	Spectrogram 1	1	22263.420288086	22265.502319336	1150.0	1600.0	
2048	Spectrogram 1	1	22266.283081055	22269.406127930	1200.0	1550.0	
2049	Spectrogram 1	1	22273.049682617	22275.131713867	1200.0	1550.0	
2050	Spectrogram 1	1	22284.240600586	22285.281616211	1250.0	1450.0	
2051	Spectrogram 1	1	22287.623901367	22290.226440430	1200.0	1600.0	
2052	Spectrogram 1	1	22294.520629883	22295.952026367	1300.0	1450.0	
2053	Spectrogram 1	1	22297.253295898	22299.855834961	1000.0	1700.0	
2054	Spectrogram 1	1	22304.019897461	22307.403198242	1200.0	1600.0	
2055	Spectrogram 1	1	22310.005737305	22312.087768555	1250.0	1450.0	
2056	Spectrogram 1	1	22319.374877930	22321.717163086	1150.0	1600.0	
2057	Spectrogram 1	1	22324.319702148	22327.442749023	1300.0	1600.0	
2058	Spectrogram 1	1	22329.264526367	22332.387573242	1150.0	1600.0	
2059	Spectrogram 1	1	22333.428588867	22335.250366211	1300.0	1600.0	
2060	Spectrogram 1	1	22340.455444336	22341.496459961	1300.0	1450.0	
2061	Spectrogram 1	1	22343.838745117	22348.263061523	1150.0	1700.0	
2062	Spectrogram 1	1	22350.345092773	22353.468139648	1200.0	1500.0	
2063	Spectrogram 1	1	22356.330932617	22357.371948242	1300.0	1550.0	
2064	Spectrogram 1	1	22361.536010742	22362.577026367	1300.0	1450.0	
2065	Spectrogram 1	1	22364.138549805	22368.823120117	1150.0	1700.0	
2066	Spectrogram 1	1	22375.849975586	22377.932006836	1500.0	1700.0	
2067	Spectrogram 1	1	22383.397338867	22385.479370117	1200.0	1450.0	
2068	Spectrogram 1	1	22388.342163086	22390.424194336	1200.0	1450.0	
2069	Spectrogram 1	1	22390.944702148	22393.026733398	1150.0	1600.0	
2070	Spectrogram 1	1	22395.369018555	22397.190795898	1200.0	1500.0	
2071	Spectrogram 1	1	22401.354858398	22404.217651367	1000.0	1550.0	
2072	Spectrogram 1	1	22410.463745117	22412.806030273	1200.0	1500.0	
2073	Spectrogram 1	1	22416.189331055	22417.750854492	1300.0	1450.0	
2074	Spectrogram 1	1	22421.654663086	22425.818725586	1250.0	1600.0	
2075	Spectrogram 1	1	22426.339233398	22427.900756836	1300.0	1600.0	
2076	Spectrogram 1	1	22429.982788086	22431.804565430	1300.0	1600.0	
2077	Spectrogram 1	1	22432.845581055	22433.886596680	1200.0	1350.0	
2078	Spectrogram 1	1	22434.667358398	22435.708374023	1550.0	1700.0	
2079	Spectrogram 1	1	22437.530151367	22440.132690430	1200.0	1600.0	
2080	Spectrogram 1	1	22445.337768555	22447.940307617	1200.0	1500.0	
2081	Spectrogram 1	1	22452.104370117	22453.405639648	1450.0	1600.0	
2082	Spectrogram 1	1	22454.706909180	22457.049194336	1150.0	1650.0	
2083	Spectrogram 1	1	22458.610717773	22460.692749023	1200.0	1500.0	
2084	Spectrogram 1	1	22461.994018555	22464.076049805	1250.0	1600.0	
2085	Spectrogram 1	1	22466.678588867	22467.979858398	1250.0	1450.0	
2086	Spectrogram 1	1	22476.568237305	22478.650268555	1250.0	1650.0	
2087	Spectrogram 1	1	22480.211791992	22481.773315430	1000.0	1500.0	
2088	Spectrogram 1	1	22486.457885742	22487.759155273	1300.0	1450.0	
2089	Spectrogram 1	1	22497.909057617	22499.730834961	1200.0	1600.0	
2090	Spectrogram 1	1	22501.032104492	22502.593627930	1050.0	1350.0	
2091	Spectrogram 1	1	22502.593627930	22505.456420898	1200.0	1550.0	
2092	Spectrogram 1	1	22506.237182617	22508.058959961	1300.0	1600.0	
2093	Spectrogram 1	1	22512.873657227	22514.044799805	1300.0	1450.0	
2094	Spectrogram 1	1	22517.167846680	22520.290893555	1200.0	1550.0	
2095	Spectrogram 1	1	22522.633178711	22526.276733398	1200.0	1550.0	
2096	Spectrogram 1	1	22528.098510742	22530.961303711	1200.0	1600.0	
2097	Spectrogram 1	1	22532.783081055	22536.166381836	1200.0	1500.0	
2098	Spectrogram 1	1	22539.029174805	22542.152221680	1250.0	1600.0	
2099	Spectrogram 1	1	22545.795776367	22549.179077148	1050.0	1550.0	
2100	Spectrogram 1	1	22554.644409180	22556.205932617	1300.0	1600.0	
2101	Spectrogram 1	1	22559.328979492	22561.931518555	1200.0	1600.0	
2102	Spectrogram 1	1	22565.054565430	22566.355834961	1200.0	1450.0	
2103	Spectrogram 1	1	22572.341674805	22573.642944336	1200.0	1450.0	
2104	Spectrogram 1	1	22574.163452148	22575.985229492	1200.0	1700.0	
2105	Spectrogram 1	1	22577.676879883	22579.108276367	1300.0	1450.0	
2106	Spectrogram 1	1	22588.997924805	22591.340209961	1200.0	1700.0	
2107	Spectrogram 1	1	22594.723510742	22596.285034180	1250.0	1550.0	
2108	Spectrogram 1	1	22596.545288086	22600.449096680	1300.0	1450.0	
2109	Spectrogram 1	1	22602.270874023	22605.133666992	1200.0	1600.0	
2110	Spectrogram 1	1	22611.119506836	22614.502807617	1150.0	1600.0	
2111	Spectrogram 1	1	22616.064331055	22617.105346680	1300.0	1500.0	
2112	Spectrogram 1	1	22617.886108398	22620.488647461	1200.0	1600.0	
2113	Spectrogram 1	1	22626.734741211	22629.597534180	1000.0	1650.0	
2114	Spectrogram 1	1	22632.720581055	22634.021850586	1300.0	1450.0	
2115	Spectrogram 1	1	22638.966674805	22640.528198242	1200.0	1550.0	
2116	Spectrogram 1	1	22641.569213867	22642.610229492	1200.0	1550.0	
2117	Spectrogram 1	1	22643.911499023	22644.952514648	1300.0	1450.0	
2118	Spectrogram 1	1	22645.993530273	22649.376831055	1200.0	1700.0	
2119	Spectrogram 1	1	22649.376831055	22651.719116211	1200.0	1500.0	
2120	Spectrogram 1	1	22663.430541992	22667.594604492	1000.0	1700.0	
2121	Spectrogram 1	1	22672.279174805	22673.840698242	1200.0	1650.0	
2122	Spectrogram 1	1	22679.306030273	22681.908569336	1150.0	1600.0	
2123	Spectrogram 1	1	22686.593139648	22687.894409180	1250.0	1500.0	
2124	Spectrogram 1	1	22689.976440430	22691.017456055	1300.0	1450.0	
2125	Spectrogram 1	1	22692.578979492	22693.880249023	1200.0	1500.0	
2126	Spectrogram 1	1	22699.866088867	22703.769897461	1100.0	1650.0	
2127	Spectrogram 1	1	22707.933959961	22711.057006836	1200.0	1700.0	
2128	Spectrogram 1	1	22714.440307617	22717.303100586	1100.0	1700.0	
2129	Spectrogram 1	1	22719.905639648	22723.549194336	1050.0	1700.0	
2130	Spectrogram 1	1	22738.513793945	22739.684936523	1250.0	1450.0	
2131	Spectrogram 1	1	22743.328491211	22745.670776367	1200.0	1450.0	
2132	Spectrogram 1	1	22748.013061523	22750.355346680	1000.0	1700.0	
2133	Spectrogram 1	1	22762.066772461	22763.888549805	1300.0	1600.0	
2134	Spectrogram 1	1	22766.491088867	22768.052612305	1200.0	1450.0	
2135	Spectrogram 1	1	22769.093627930	22770.134643555	1150.0	1350.0	
2136	Spectrogram 1	1	22774.558959961	22778.462768555	1150.0	1700.0	
2137	Spectrogram 1	1	22783.147338867	22785.489624023	1200.0	1500.0	
2138	Spectrogram 1	1	22786.270385742	22788.872924805	1050.0	1650.0	
2139	Spectrogram 1	1	22794.598510742	22796.940795898	1200.0	1600.0	
2140	Spectrogram 1	1	22798.502319336	22800.324096680	1300.0	1600.0	
2141	Spectrogram 1	1	22807.871459961	22810.994506836	1200.0	1550.0	
2142	Spectrogram 1	1	22812.295776367	22815.939331055	1000.0	1700.0	
2143	Spectrogram 1	1	22820.363647461	22822.705932617	1200.0	1700.0	
2144	Spectrogram 1	1	22825.308471680	22827.390502930	1250.0	1550.0	
2145	Spectrogram 1	1	22830.513549805	22832.595581055	1250.0	1600.0	
2146	Spectrogram 1	1	22834.417358398	22838.581420898	1200.0	1600.0	
2147	Spectrogram 1	1	22843.786499023	22845.087768555	1300.0	1500.0	
2148	Spectrogram 1	1	22847.950561523	22851.594116211	1000.0	1700.0	
2149	Spectrogram 1	1	22853.936401367	22855.497924805	1150.0	1550.0	
2150	Spectrogram 1	1	22856.278686523	22859.141479492	1000.0	1700.0	
2151	Spectrogram 1	1	22862.785034180	22864.606811523	1300.0	1500.0	
2152	Spectrogram 1	1	22871.893920898	22873.715698242	1300.0	1550.0	
2153	Spectrogram 1	1	22875.277221680	22878.140014648	1000.0	1700.0	
2154	Spectrogram 1	1	22882.043823242	22884.386108398	1100.0	1650.0	
2155	Spectrogram 1	1	22885.947631836	22888.550170898	1300.0	1450.0	
2156	Spectrogram 1	1	22889.851440430	22891.673217773	1150.0	1600.0	
2157	Spectrogram 1	1	22899.610961914	22901.042358398	1300.0	1450.0	
2158	Spectrogram 1	1	22901.562866211	22903.124389648	1100.0	1550.0	
2159	Spectrogram 1	1	22906.117309570	22908.329467773	1300.0	1450.0	
2160	Spectrogram 1	1	22909.890991211	22911.973022461	1150.0	1500.0	
2161	Spectrogram 1	1	22914.315307617	22917.178100586	1300.0	1450.0	
2162	Spectrogram 1	1	22921.602416992	22923.163940430	1050.0	1350.0	
2163	Spectrogram 1	1	22923.944702148	22925.245971680	1150.0	1500.0	
2164	Spectrogram 1	1	22926.807495117	22928.369018555	1200.0	1600.0	
2165	Spectrogram 1	1	22938.258666992	22941.381713867	1100.0	1600.0	
2166	Spectrogram 1	1	22947.237426757	22949.449584961	1200.0	1600.0	
2167	Spectrogram 1	1	22953.353393555	22955.695678711	1250.0	1450.0	
2168	Spectrogram 1	1	22958.298217773	22961.161010742	1200.0	1650.0	
